Date,Ticker,Close,eligible_signal,label_available_at,target_excess_simple_20d_next_close,target_simple_20d_next_close,target_end_20d_next_close,vol_ann_120d,ma_gap_20d,momentum_20d,relative_momentum_20d,rsi_14d,risk_rank,stability_group,stable,Sector,pred_all_train,pred_stable_train,horizon,strategy,top_n,target_excess_simple_60d_next_close,target_simple_60d_next_close,target_end_60d_next_close,ma_gap_60d,momentum_60d,relative_momentum_60d,rsi_28d,target_excess_simple_120d_next_close,target_simple_120d_next_close,target_end_120d_next_close,ma_gap_120d,momentum_120d,relative_momentum_120d,rsi_56d
2025-04-17,CMS,69.66114044189453,True,2025-05-19,-0.15042048391385282,0.00571923094728577,2025-05-19,0.18631348,-0.0008085182,-0.010584933,0.058855668,45.13407,1,Stable,True,Utilities,-0.0019186701974762516,-0.003102783937775284,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,WEC,103.05819702148438,True,2025-05-19,-0.14461248694654621,0.011527227914592375,2025-05-19,0.18978922,0.017006356,0.005379821,0.07486242,52.774113,1,Stable,True,Utilities,-0.0019186701974762516,-0.0017282042175387152,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,JNPR,34.1207287337,True,2025-05-19,-0.09474135998463412,0.06139835487650446,2025-05-19,0.19034784,-0.026499737,-0.050608408,0.017563092,33.208256,1,Stable,True,Unknown,-0.0016403022836335122,-0.002604980730712085,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,CME,251.54702758789062,True,2025-05-19,-0.08849464018307068,0.0676450746780679,2025-05-19,0.19058435,0.005867889,-0.01504458,0.05433812,50.34609,1,Stable,True,Financials,-0.0019186701974762516,-0.0029353986257573436,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,TJX,125.27521514892578,True,2025-05-19,-0.06347431468149672,0.09266540017964187,2025-05-19,0.19159442,0.03546485,0.09780657,0.16281119,65.38082,1,Stable,True,Consumer Discretionary,-0.0020673094074671753,0.0010686336596988145,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,KMB,134.8764190673828,True,2025-05-19,-0.1509994943659339,0.005140220495204684,2025-05-19,0.192539,0.022847785,0.02681918,0.09596287,53.28535,1,Stable,True,Consumer Staples,-0.0009311421831856171,-0.00017184209394203393,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,ATO,152.32693481445312,True,2025-05-19,-0.13416448014739718,0.02197523471374141,2025-05-19,0.19410382,0.03826776,0.044556443,0.11308936,59.945168,1,Stable,True,Utilities,-0.0018644446960073909,-0.0014136572127961713,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,DUK,115.61030578613281,True,2025-05-19,-0.1737477055049204,-0.017607990643781827,2025-05-19,0.19553259,0.022648547,0.013648385,0.083053105,55.370754,1,Stable,True,Utilities,-0.0019833299234933554,0.00029324925833362455,20,stable_lowvol,10,,,,,,,,,,,,,,
2025-04-17,BIIB,118.61000061035156,True,2025-05-19,-0.044971332896008465,0.11116838196513013,2025-05-19,0.30606174,-0.06939339,-0.16105534,-0.10611351,30.642635,1,Stable,True,Health Care,0.007885376521307504,0.00465628672968987,20,all_train,10,,,,,,,,,,,,,,
2025-04-17,UPS,87.37166595458984,True,2025-05-19,-0.10948399599836295,0.04665571886277564,2025-05-19,0.37440383,-0.066681534,-0.17567119,-0.123688765,33.433514,1,Stable,True,Industrials,0.007877391080893,0.0047347068507182545,20,all_train,10,,,,,,,,,,,,,,
