policy,selected,dates,retention,false_stable_rate,mdd_breach,mean_future_mdd
market_stable,4281,20,1.0,0.12824106517168885,0.4204625087596356,-0.15422108320325545
balanced_verified,3317,20,0.7748189675309507,0.11516430509496534,0.4000602954476937,-0.15092535091950485
balanced_eligible,3317,20,0.7748189675309507,0.11516430509496534,0.4000602954476937,-0.15092535091950485
