horizon,fold,Date,EntryDate,ExitDate,strategy,top_n,selected,status,return_settled,mdd,missing_weight,path_coverage,assumption_flat,assumption_loss50,assumption_loss100
60,5,2025-06-16,2025-06-17,2025-09-12,lowvol,10,10,unresolved_return,,,0.1,0.9180327868852459,0.026224157095782092,-0.023775842904217907,-0.0737758429042179
60,5,2025-06-16,2025-06-17,2025-09-12,stable_lowvol,10,10,unresolved_return,,,0.1,0.9180327868852459,0.026224157095782092,-0.023775842904217907,-0.0737758429042179
60,5,2025-06-16,2025-06-17,2025-09-12,all_train,10,10,settled_path,-0.06567533871208073,-0.14047971498132394,0.0,1.0,-0.06567533871208073,-0.06567533871208073,-0.06567533871208073
60,5,2025-06-16,2025-06-17,2025-09-12,stable_train,10,10,settled_path,0.023741782261352817,-0.0482819433488163,0.0,1.0,0.023741782261352817,0.023741782261352817,0.023741782261352817
60,6,2025-09-11,2025-09-12,2025-12-08,lowvol,10,10,settled_path,-0.0006276026126514338,-0.05478602500866103,0.0,1.0,-0.0006276026126514338,-0.0006276026126514338,-0.0006276026126514338
60,6,2025-09-11,2025-09-12,2025-12-08,stable_lowvol,10,10,settled_path,-0.0006276026126514338,-0.05478602500866103,0.0,1.0,-0.0006276026126514338,-0.0006276026126514338,-0.0006276026126514338
60,6,2025-09-11,2025-09-12,2025-12-08,all_train,10,10,settled_path,-0.038474632373647476,-0.10560607703947955,0.0,1.0,-0.038474632373647476,-0.038474632373647476,-0.038474632373647476
60,6,2025-09-11,2025-09-12,2025-12-08,stable_train,10,10,settled_path,-0.040746892706390245,-0.08883438668312049,0.0,1.0,-0.040746892706390245,-0.040746892706390245,-0.040746892706390245
60,7,2025-12-05,2025-12-08,2026-03-06,lowvol,10,10,unresolved_return,,,0.1,0.9065573770491804,0.11673388337777879,0.06673388337777879,0.016733883377778792
60,7,2025-12-05,2025-12-08,2026-03-06,stable_lowvol,10,10,unresolved_return,,,0.1,0.9065573770491804,0.11673388337777879,0.06673388337777879,0.016733883377778792
60,7,2025-12-05,2025-12-08,2026-03-06,all_train,10,10,settled_path,0.1619305388663438,-0.021525478952068577,0.0,1.0,0.1619305388663438,0.1619305388663438,0.1619305388663438
60,7,2025-12-05,2025-12-08,2026-03-06,stable_train,10,10,settled_path,0.10152961587674654,-0.022377956083123318,0.0,1.0,0.10152961587674654,0.10152961587674654,0.10152961587674654
60,8,2026-03-05,2026-03-06,2026-06-02,lowvol,10,10,settled_path,-0.0491163746193516,-0.08289239243295277,0.0,1.0,-0.0491163746193516,-0.0491163746193516,-0.0491163746193516
60,8,2026-03-05,2026-03-06,2026-06-02,stable_lowvol,10,10,settled_path,-0.0491163746193516,-0.08289239243295277,0.0,1.0,-0.0491163746193516,-0.0491163746193516,-0.0491163746193516
60,8,2026-03-05,2026-03-06,2026-06-02,all_train,10,10,settled_path,-0.14781051521277405,-0.14781051521277389,0.0,1.0,-0.14781051521277405,-0.14781051521277405,-0.14781051521277405
60,8,2026-03-05,2026-03-06,2026-06-02,stable_train,10,10,settled_path,-0.0813531140509083,-0.10789331428995796,0.0,1.0,-0.0813531140509083,-0.0813531140509083,-0.0813531140509083
120,1,2024-07-01,2024-07-02,2024-12-20,lowvol,10,10,settled_path,0.08818129120086614,-0.06066202527668485,0.0,1.0,0.08818129120086614,0.08818129120086614,0.08818129120086614
120,1,2024-07-01,2024-07-02,2024-12-20,stable_lowvol,10,10,settled_path,0.08818129120086614,-0.06066202527668485,0.0,1.0,0.08818129120086614,0.08818129120086614,0.08818129120086614
120,1,2024-07-01,2024-07-02,2024-12-20,all_train,10,10,settled_path,0.05993772627255818,-0.07622533637907447,0.0,1.0,0.05993772627255818,0.05993772627255818,0.05993772627255818
120,1,2024-07-01,2024-07-02,2024-12-20,stable_train,10,10,settled_path,0.013774288080030034,-0.10126433091654108,0.0,1.0,0.013774288080030034,0.013774288080030034,0.013774288080030034
120,2,2024-12-19,2024-12-20,2025-06-17,lowvol,10,10,settled_path,0.07637516752953966,-0.0699988158336542,0.0,1.0,0.07637516752953966,0.07637516752953966,0.07637516752953966
120,2,2024-12-19,2024-12-20,2025-06-17,stable_lowvol,10,10,settled_path,0.07637516752953966,-0.0699988158336542,0.0,1.0,0.07637516752953966,0.07637516752953966,0.07637516752953966
120,2,2024-12-19,2024-12-20,2025-06-17,all_train,10,10,settled_path,0.077026921592831,-0.10837715204309994,0.0,1.0,0.077026921592831,0.077026921592831,0.077026921592831
120,2,2024-12-19,2024-12-20,2025-06-17,stable_train,10,10,settled_path,0.05327873878163586,-0.15275040294728037,0.0,1.0,0.05327873878163586,0.05327873878163586,0.05327873878163586
120,3,2025-06-16,2025-06-17,2025-12-08,lowvol,10,10,unresolved_return,,,0.1,0.9090909090909091,0.01704384734535681,-0.03295615265464319,-0.08295615265464319
120,3,2025-06-16,2025-06-17,2025-12-08,stable_lowvol,10,10,unresolved_return,,,0.1,0.9090909090909091,0.01704384734535681,-0.03295615265464319,-0.08295615265464319
120,3,2025-06-16,2025-06-17,2025-12-08,all_train,10,10,settled_path,0.10331886769200141,-0.047933845186222346,0.0,1.0,0.10331886769200141,0.10331886769200141,0.10331886769200141
120,3,2025-06-16,2025-06-17,2025-12-08,stable_train,10,10,unresolved_return,,,0.1,0.9421487603305785,-0.053099931189573325,-0.10309993118957332,-0.15309993118957332
120,4,2025-12-05,2025-12-08,2026-06-02,lowvol,10,10,unresolved_return,,,0.1,0.903305785123967,0.07273773206016886,0.02273773206016886,-0.027262267939831143
120,4,2025-12-05,2025-12-08,2026-06-02,stable_lowvol,10,10,unresolved_return,,,0.1,0.903305785123967,0.07273773206016886,0.02273773206016886,-0.027262267939831143
120,4,2025-12-05,2025-12-08,2026-06-02,all_train,10,10,settled_path,-0.016059493956158338,-0.09079404244780098,0.0,1.0,-0.016059493956158338,-0.016059493956158338,-0.016059493956158338
120,4,2025-12-05,2025-12-08,2026-06-02,stable_train,10,10,settled_path,0.021789534373816997,-0.08574507294834333,0.0,1.0,0.021789534373816997,0.021789534373816997,0.021789534373816997
